;Time Interval;Average Packet Size;Average Packet Intervals;Inbound Packets;Outbound Packets;Total Packets;Persona
1117;(558.5, 559.0);977.4789915966387;0.004291806722689075;77;42;119;0
1118;(559.0, 559.5);1000.3106796116505;0.004679912621359222;78;25;103;0
1119;(559.5, 560.0);1022.2043010752689;0.00544194623655914;73;20;93;0
1120;(560.0, 560.5);996.0526315789474;0.005200421052631577;75;20;95;0
1121;(560.5, 561.0);983.5656565656566;0.0043471414141414135;77;22;99;0
1122;(561.0, 561.5);993.3203883495146;0.004861058252427185;83;20;103;0
1123;(561.5, 562.0);892.5625;0.004468616071428571;74;38;112;0
1124;(562.0, 562.5);1011.73;0.005008619999999997;78;22;100;0
1125;(562.5, 563.0);1046.2659574468084;0.004977553191489359;76;18;94;0
1126;(563.0, 563.5);1073.962962962963;0.0045717777777777744;64;44;108;0
1127;(563.5, 564.0);1016.265625;0.003788992187499999;79;49;128;0
1128;(564.0, 564.5);993.6491228070175;0.004462692982456137;74;40;114;0
1129;(564.5, 565.0);993.8260869565217;0.0042516173913043475;76;39;115;0
1130;(565.0, 565.5);923.1206896551724;0.00811001724137931;35;23;58;0
1131;(565.5, 566.0);958.8194444444445;0.0035206388888888887;112;32;144;0
1132;(566.0, 566.5);1029.25;0.004628472222222223;78;30;108;0
1133;(566.5, 567.0);1003.5049504950495;0.004937653465346532;70;31;101;0
1134;(567.0, 567.5);1039.5922330097087;0.004842951456310679;80;23;103;0
1135;(567.5, 568.0);1017.2527472527472;0.005116901098901097;70;21;91;0
1136;(568.0, 568.5);991.0776699029126;0.00476731067961165;78;25;103;0
1137;(568.5, 569.0);1030.3333333333333;0.005019197916666665;72;24;96;0
1138;(569.0, 569.5);904.6635514018692;0.004496719626168223;79;28;107;0
1139;(569.5, 570.0);987.16;0.0062752;57;18;75;0
1140;(570.0, 570.5);1047.509090909091;0.00444650909090909;91;19;110;0
1141;(570.5, 571.0);995.9555555555555;0.005356477777777779;71;19;90;0
1142;(571.0, 571.5);1004.6701030927835;0.004839422680412372;77;20;97;0
1143;(571.5, 572.0);1035.2857142857142;0.0054636593406593385;72;19;91;0
1144;(572.0, 572.5);950.3838383838383;0.004807373737373736;78;21;99;0
1145;(572.5, 573.0);1005.2978723404256;0.0051869468085106365;73;21;94;0
1146;(573.0, 573.5);921.4343434343434;0.004676020202020202;78;21;99;0
1147;(573.5, 574.0);1010.3673469387755;0.004973479591836735;75;23;98;0
1148;(574.0, 574.5);1026.3020833333333;0.005167000000000001;74;22;96;0
1149;(574.5, 575.0);1009.2826086956521;0.005450119565217392;71;21;92;0
1150;(575.0, 575.5);991.6565656565657;0.005042545454545454;76;23;99;0
1151;(575.5, 576.0);1015.0102040816327;0.004914602040816327;79;19;98;0
1152;(576.0, 576.5);982.5353535353536;0.004812838383838385;76;23;99;0
1153;(576.5, 577.0);954.6822429906542;0.004343271028037383;83;24;107;0
1154;(577.0, 577.5);1028.2935779816514;0.004512899082568808;88;21;109;0
1155;(577.5, 578.0);1020.7403846153846;0.004828875000000001;82;22;104;0
1156;(578.0, 578.5);1005.2929292929293;0.0046462828282828285;80;19;99;0
1157;(578.5, 579.0);1035.2924528301887;0.004813632075471698;85;21;106;0
1158;(579.0, 579.5);1011.5;0.004416584905660377;84;22;106;0
1159;(579.5, 580.0);956.7663551401869;0.004416280373831775;82;25;107;0
1160;(580.0, 580.5);993.0366972477065;0.004231440366972475;87;22;109;0
1161;(580.5, 581.0);942.5309734513274;0.004372876106194688;88;25;113;0
1162;(581.0, 581.5);1026.96;0.00477792;82;18;100;0
1163;(581.5, 582.0);1013.1456310679612;0.004840912621359221;82;21;103;0
1164;(582.0, 582.5);1031.7596153846155;0.004547999999999998;83;21;104;0
1165;(582.5, 583.0);1019.340206185567;0.005011721649484535;77;20;97;0
1166;(583.0, 583.5);1021.8190476190476;0.004576419047619048;88;17;105;0
1167;(583.5, 584.0);1023.10101010101;0.004922323232323232;80;19;99;0
1168;(584.0, 584.5);923.2857142857143;0.004276375000000001;86;26;112;0
1169;(584.5, 585.0);980.2818181818182;0.004621027272727272;88;22;110;0
1170;(585.0, 585.5);1019.7476635514018;0.0044918130841121486;84;23;107;0
1171;(585.5, 586.0);996.7547169811321;0.004465283018867925;83;23;106;0
1172;(586.0, 586.5);1012.9345794392524;0.004007728971962616;85;22;107;0
1173;(586.5, 587.0);993.3469387755102;0.0051230918367346934;76;22;98;0
1174;(587.0, 587.5);1005.3762376237623;0.004919217821782179;83;18;101;0
1175;(587.5, 588.0);1004.1495327102804;0.004512850467289718;86;21;107;0
1176;(588.0, 588.5);939.3333333333334;0.004422639639639639;88;23;111;0
1177;(588.5, 589.0);1030.8653846153845;0.004781932692307693;83;21;104;0
1178;(589.0, 589.5);1013.5742574257425;0.004840178217821782;82;19;101;0
1179;(589.5, 590.0);1005.8653846153846;0.004876865384615385;83;21;104;0
1180;(590.0, 590.5);1005.242718446602;0.004777300970873787;82;21;103;0
1181;(590.5, 591.0);985.2685185185185;0.0045094814814814815;85;23;108;0
1182;(591.0, 591.5);1012.9902912621359;0.00447168932038835;84;19;103;0
1183;(591.5, 592.0);929.5779816513761;0.004327311926605503;84;25;109;0
1184;(592.0, 592.5);1028.047619047619;0.004782466666666665;84;21;105;0
1185;(592.5, 593.0);1029.5922330097087;0.004855262135922329;86;17;103;0
1186;(593.0, 593.5);986.059405940594;0.004915831683168315;81;20;101;0
1187;(593.5, 594.0);1004.2330097087379;0.0048512427184465995;83;20;103;0
1188;(594.0, 594.5);999.5377358490566;0.004668622641509432;86;20;106;0
1189;(594.5, 595.0);995.009900990099;0.0049250099009900995;80;21;101;0
1190;(595.0, 595.5);968.0480769230769;0.004522711538461537;80;24;104;0
1191;(595.5, 596.0);944.5849056603773;0.004768283018867924;83;23;106;0
1192;(596.0, 596.5);975.4888888888889;0.005424133333333332;68;22;90;0
1193;(596.5, 597.0);991.6421052631579;0.005169231578947367;74;21;95;0
1194;(597.0, 597.5);1020.9090909090909;0.0050083737373737384;81;18;99;0
1195;(597.5, 598.0);1004.2150537634409;0.005094774193548386;73;20;93;0
1196;(598.0, 598.5);991.09375;0.005228041666666668;73;23;96;0
1197;(598.5, 599.0);1064.063829787234;0.005280234042553188;76;18;94;0
1198;(599.0, 599.5);910.8137254901961;0.004409176470588235;77;25;102;0
1199;(599.5, 600.0);1011.9010989010989;0.0054848681318681305;71;20;91;0
1200;(600.0, 600.5);1031.7395833333333;0.004864927083333336;78;18;96;0
1201;(600.5, 601.0);974.7340425531914;0.005336148936170211;73;21;94;0
1202;(601.0, 601.5);993.3434343434343;0.004405909090909089;80;19;99;0
1203;(601.5, 602.0);995.2164948453608;0.004635030927835051;74;23;97;0
1204;(602.0, 602.5);1012.0322580645161;0.005251301075268817;72;21;93;0
